id,user,uid,version,changeset,timestamp
75072042,didier2020,300459,2,11518911,2012-05-06T14:24:40Z
75072043,Chouloute,306172,1,5625202,2010-08-29T13:01:44Z
75072044,Chouloute,306172,1,5625202,2010-08-29T13:01:44Z
75072045,Chouloute,306172,1,5625202,2010-08-29T13:01:45Z
75072046,Chouloute,306172,1,5625202,2010-08-29T13:01:45Z
75072047,user_870861,870861,3,13798388,2012-11-08T15:00:25Z
75072048,didier2020,300459,2,11518911,2012-05-06T14:20:14Z
75072049,Chouloute,306172,1,5625202,2010-08-29T13:01:46Z
75072050,Chouloute,306172,1,5625202,2010-08-29T13:01:46Z
75072051,didier2020,300459,2,11518911,2012-05-06T14:16:19Z
75072052,Chouloute,306172,1,5625202,2010-08-29T13:01:47Z
75072053,Chouloute,306172,1,5625202,2010-08-29T13:01:47Z
75072054,Chouloute,306172,1,5625202,2010-08-29T13:01:47Z
75072055,Chouloute,306172,1,5625202,2010-08-29T13:01:48Z
75072056,Chouloute,306172,1,5625202,2010-08-29T13:01:48Z
75072057,Chouloute,306172,1,5625202,2010-08-29T13:01:48Z
75072058,didier2020,300459,2,11518911,2012-05-06T14:16:45Z
75072059,didier2020,300459,2,11518911,2012-05-06T14:16:45Z
75072060,Chouloute,306172,1,5625202,2010-08-29T13:01:49Z
75072061,Chouloute,306172,1,5625202,2010-08-29T13:01:49Z
75072062,Chouloute,306172,1,5625202,2010-08-29T13:01:50Z
75072063,Chouloute,306172,1,5625202,2010-08-29T13:01:50Z
75072065,Chouloute,306172,1,5625202,2010-08-29T13:01:51Z
75072067,Chouloute,306172,1,5625202,2010-08-29T13:01:51Z
75072068,Chouloute,306172,1,5625202,2010-08-29T13:01:51Z
75072069,Chouloute,306172,1,5625202,2010-08-29T13:01:52Z
75072070,Chouloute,306172,1,5625202,2010-08-29T13:01:52Z
75072072,Chouloute,306172,1,5625202,2010-08-29T13:01:52Z
75072073,didier2020,300459,2,11518911,2012-05-06T14:17:13Z
75072074,Chouloute,306172,1,5625202,2010-08-29T13:01:53Z
75072075,Chouloute,306172,1,5625202,2010-08-29T13:01:53Z
75072076,Chouloute,306172,1,5625202,2010-08-29T13:01:54Z
75072077,didier2020,300459,2,11518911,2012-05-06T14:22:47Z
75072078,Chouloute,306172,1,5625202,2010-08-29T13:01:54Z
75072079,Chouloute,306172,1,5625202,2010-08-29T13:01:54Z
75072081,didier2020,300459,2,11518911,2012-05-06T14:22:47Z
75072084,Chouloute,306172,1,5625202,2010-08-29T13:01:55Z
75072086,Chouloute,306172,1,5625202,2010-08-29T13:01:55Z
75072088,Chouloute,306172,1,5625202,2010-08-29T13:01:55Z
75072090,Chouloute,306172,1,5625202,2010-08-29T13:01:55Z
75072093,Chouloute,306172,1,5625202,2010-08-29T13:01:56Z
75072096,Chouloute,306172,1,5625202,2010-08-29T13:01:56Z
75072097,Chouloute,306172,1,5625202,2010-08-29T13:01:57Z
75072099,Chouloute,306172,1,5625202,2010-08-29T13:01:57Z
75072104,Chouloute,306172,1,5625202,2010-08-29T13:01:58Z
75072106,Chouloute,306172,1,5625202,2010-08-29T13:01:58Z
75072108,Chouloute,306172,1,5625202,2010-08-29T13:01:58Z
75072111,Chouloute,306172,1,5625202,2010-08-29T13:01:58Z
75072112,Chouloute,306172,1,5625202,2010-08-29T13:01:58Z
75072115,Chouloute,306172,1,5625202,2010-08-29T13:01:59Z
75072116,Chouloute,306172,1,5625202,2010-08-29T13:01:59Z
75072119,Chouloute,306172,1,5625202,2010-08-29T13:01:59Z
75072120,user_870861,870861,3,13798388,2012-11-08T15:01:15Z
75072123,Chouloute,306172,1,5625202,2010-08-29T13:02:00Z
75072124,Chouloute,306172,1,5625202,2010-08-29T13:02:00Z
75072127,Chouloute,306172,1,5625202,2010-08-29T13:02:00Z
75072128,Chouloute,306172,1,5625202,2010-08-29T13:02:00Z
75072131,Chouloute,306172,1,5625202,2010-08-29T13:02:01Z
75072134,Chouloute,306172,1,5625202,2010-08-29T13:02:01Z
75072135,Chouloute,306172,1,5625202,2010-08-29T13:02:01Z
75072138,user_870861,870861,2,13798388,2012-11-08T14:59:56Z
75072139,Chouloute,306172,1,5625202,2010-08-29T13:02:02Z
75072143,Chouloute,306172,1,5625202,2010-08-29T13:02:02Z
75072144,Chouloute,306172,1,5625202,2010-08-29T13:02:02Z
75072146,Chouloute,306172,1,5625202,2010-08-29T13:02:03Z
75072148,Chouloute,306172,1,5625202,2010-08-29T13:02:03Z
75072150,Chouloute,306172,1,5625202,2010-08-29T13:02:03Z
75072151,Chouloute,306172,1,5625202,2010-08-29T13:02:03Z
75072152,Chouloute,306172,1,5625202,2010-08-29T13:02:04Z
75072154,Chouloute,306172,1,5625202,2010-08-29T13:02:04Z
75072155,Chouloute,306172,1,5625202,2010-08-29T13:02:04Z
75072156,didier2020,300459,3,11518911,2012-05-06T14:15:56Z
75072157,Chouloute,306172,1,5625202,2010-08-29T13:02:05Z
75072158,Chouloute,306172,1,5625202,2010-08-29T13:02:05Z
75072159,didier2020,300459,2,11518911,2012-05-06T14:18:04Z
75072160,Chouloute,306172,1,5625202,2010-08-29T13:02:06Z
75072162,Chouloute,306172,1,5625202,2010-08-29T13:02:07Z
75072163,Chouloute,306172,1,5625202,2010-08-29T13:02:08Z
75072165,Chouloute,306172,1,5625202,2010-08-29T13:02:08Z
75072166,Chouloute,306172,1,5625202,2010-08-29T13:02:09Z
75072167,Chouloute,306172,1,5625202,2010-08-29T13:02:09Z
75072168,Chouloute,306172,1,5625202,2010-08-29T13:02:09Z
75072169,Chouloute,306172,1,5625202,2010-08-29T13:02:10Z
75072170,Chouloute,306172,1,5625202,2010-08-29T13:02:10Z
75072171,Chouloute,306172,1,5625202,2010-08-29T13:02:11Z
75072172,Chouloute,306172,1,5625202,2010-08-29T13:02:11Z
75072173,overflorian,125897,2,8438231,2011-06-14T14:57:46Z
75072174,Chouloute,306172,1,5625202,2010-08-29T13:02:11Z
75072176,Chouloute,306172,1,5625202,2010-08-29T13:02:13Z
75072177,Chouloute,306172,1,5625202,2010-08-29T13:02:13Z
75072179,Chouloute,306172,1,5625202,2010-08-29T13:02:13Z
75072180,Chouloute,306172,1,5625202,2010-08-29T13:02:13Z
75072181,Chouloute,306172,1,5625202,2010-08-29T13:02:14Z
75072182,Chouloute,306172,1,5625202,2010-08-29T13:02:14Z
75072183,Chouloute,306172,1,5625202,2010-08-29T13:02:14Z
75072184,Chouloute,306172,1,5625202,2010-08-29T13:02:14Z
75072185,Chouloute,306172,1,5625202,2010-08-29T13:02:15Z
75072186,Chouloute,306172,1,5625202,2010-08-29T13:02:15Z
75072187,Chouloute,306172,1,5625202,2010-08-29T13:02:15Z
75072188,Chouloute,306172,1,5625202,2010-08-29T13:02:16Z
75072191,Chouloute,306172,1,5625202,2010-08-29T13:02:16Z
75072192,Chouloute,306172,1,5625202,2010-08-29T13:02:16Z
75072194,Chouloute,306172,1,5625202,2010-08-29T13:02:16Z
75072195,Chouloute,306172,1,5625202,2010-08-29T13:02:17Z
75072196,Chouloute,306172,1,5625202,2010-08-29T13:02:17Z
75072197,Chouloute,306172,1,5625202,2010-08-29T13:02:18Z
75072198,Chouloute,306172,1,5625202,2010-08-29T13:02:18Z
75072199,Chouloute,306172,1,5625202,2010-08-29T13:02:18Z
75072200,Chouloute,306172,1,5625202,2010-08-29T13:02:18Z
75072201,Chouloute,306172,1,5625202,2010-08-29T13:02:19Z
75072202,overflorian,125897,2,27264600,2014-12-05T15:13:52Z
75072203,Chouloute,306172,1,5625202,2010-08-29T13:02:19Z
75072204,Chouloute,306172,1,5625202,2010-08-29T13:02:19Z
75072205,Chouloute,306172,1,5625202,2010-08-29T13:02:20Z
75072206,Chouloute,306172,1,5625202,2010-08-29T13:02:20Z
75072207,Chouloute,306172,1,5625202,2010-08-29T13:02:20Z
75072208,Chouloute,306172,1,5625202,2010-08-29T13:02:20Z
75072209,overflorian,125897,2,27044839,2014-11-26T13:18:40Z
75072210,Chouloute,306172,1,5625202,2010-08-29T13:02:21Z
75072211,didier2020,300459,2,11518911,2012-05-06T14:22:48Z
75072212,Chouloute,306172,1,5625202,2010-08-29T13:02:21Z
75072213,Chouloute,306172,1,5625202,2010-08-29T13:02:21Z
75072214,Chouloute,306172,1,5625202,2010-08-29T13:02:22Z
75072215,Chouloute,306172,1,5625202,2010-08-29T13:02:22Z
75072216,didier2020,300459,2,11518911,2012-05-06T14:25:11Z
75072217,Chouloute,306172,1,5625202,2010-08-29T13:02:22Z
75072218,Chouloute,306172,1,5625202,2010-08-29T13:02:23Z
75072219,Chouloute,306172,1,5625202,2010-08-29T13:02:23Z
75072220,user_870861,870861,3,13798388,2012-11-08T14:59:44Z
75072221,didier2020,300459,2,11518911,2012-05-06T14:22:48Z
75072222,didier2020,300459,3,11518911,2012-05-06T14:15:54Z
75072223,Chouloute,306172,1,5625202,2010-08-29T13:02:24Z
75072224,overflorian,125897,2,8445480,2011-06-15T09:35:46Z
75072225,didier2020,300459,2,11518911,2012-05-06T14:16:20Z
75072226,didier2020,300459,2,11518911,2012-05-06T14:24:08Z
75072227,Chouloute,306172,1,5625202,2010-08-29T13:02:25Z
75072228,Chouloute,306172,1,5625202,2010-08-29T13:02:25Z
75072229,Chouloute,306172,1,5625202,2010-08-29T13:02:26Z
75072230,Chouloute,306172,1,5625202,2010-08-29T13:02:26Z
75072231,user_870861,870861,2,13798388,2012-11-08T15:00:55Z
75072232,Chouloute,306172,1,5625202,2010-08-29T13:02:27Z
75072233,Chouloute,306172,1,5625202,2010-08-29T13:02:27Z
75072234,Chouloute,306172,1,5625202,2010-08-29T13:02:27Z
75072235,Chouloute,306172,1,5625202,2010-08-29T13:02:27Z
75072236,Chouloute,306172,1,5625202,2010-08-29T13:02:27Z
75072237,Chouloute,306172,1,5625202,2010-08-29T13:02:28Z
75072238,Chouloute,306172,1,5625202,2010-08-29T13:02:28Z
75072239,Chouloute,306172,1,5625202,2010-08-29T13:02:28Z
75072240,Chouloute,306172,1,5625202,2010-08-29T13:02:28Z
75072241,Chouloute,306172,1,5625202,2010-08-29T13:02:28Z
75072242,Chouloute,306172,1,5625202,2010-08-29T13:02:29Z
75072243,Chouloute,306172,1,5625202,2010-08-29T13:02:29Z
75072244,Chouloute,306172,1,5625202,2010-08-29T13:02:29Z
75072245,Chouloute,306172,1,5625202,2010-08-29T13:02:29Z
75072246,Chouloute,306172,1,5625202,2010-08-29T13:02:30Z
75072247,Chouloute,306172,1,5625202,2010-08-29T13:02:30Z
75072248,Chouloute,306172,1,5625202,2010-08-29T13:02:30Z
75072249,ger4rd,90488,2,45190796,2017-01-15T13:43:24Z
75072250,Chouloute,306172,1,5625202,2010-08-29T13:02:31Z
75072251,Chouloute,306172,1,5625202,2010-08-29T13:02:31Z
75072252,Chouloute,306172,1,5625202,2010-08-29T13:02:31Z
75072253,Chouloute,306172,1,5625202,2010-08-29T13:02:31Z
75072254,Chouloute,306172,1,5625202,2010-08-29T13:02:32Z
75072255,don-vip,297482,2,13446379,2012-10-10T20:04:06Z
75072256,didier2020,300459,2,11518911,2012-05-06T14:24:40Z
75072257,lenny32,1101497,3,42891529,2016-10-14T10:01:51Z
75072258,Chouloute,306172,1,5625202,2010-08-29T13:02:33Z
75072259,Chouloute,306172,1,5625202,2010-08-29T13:02:33Z
75072260,Chouloute,306172,1,5625202,2010-08-29T13:02:33Z
75072261,Chouloute,306172,1,5625202,2010-08-29T13:02:33Z
75072262,Chouloute,306172,1,5625202,2010-08-29T13:02:34Z
75072263,Chouloute,306172,1,5625202,2010-08-29T13:02:34Z
75072264,Chouloute,306172,1,5625202,2010-08-29T13:02:34Z
75072265,Chouloute,306172,1,5625202,2010-08-29T13:02:34Z
75072266,don-vip,297482,2,13446379,2012-10-10T20:04:28Z
75072267,didier2020,300459,2,11518911,2012-05-06T14:18:50Z
75072268,didier2020,300459,2,11518911,2012-05-06T14:25:42Z
75072271,Chouloute,306172,1,5625202,2010-08-29T13:02:36Z
75072272,Chouloute,306172,1,5625202,2010-08-29T13:02:36Z
75072273,Chouloute,306172,1,5625202,2010-08-29T13:02:37Z
75072274,didier2020,300459,2,11518911,2012-05-06T14:24:40Z
75072275,Chouloute,306172,1,5625202,2010-08-29T13:02:37Z
75072276,Chouloute,306172,1,5625202,2010-08-29T13:02:38Z
75072277,Chouloute,306172,1,5625202,2010-08-29T13:02:38Z
75072278,Chouloute,306172,1,5625202,2010-08-29T13:02:38Z
75072279,Chouloute,306172,1,5625202,2010-08-29T13:02:38Z
75072280,Chouloute,306172,1,5625202,2010-08-29T13:02:39Z
75072281,Chouloute,306172,1,5625202,2010-08-29T13:02:39Z
75072282,overflorian,125897,3,42752676,2016-10-09T12:11:24Z
75072283,Chouloute,306172,1,5625202,2010-08-29T13:02:39Z
75072284,didier2020,300459,3,11518911,2012-05-06T14:15:54Z
75072285,Chouloute,306172,1,5625202,2010-08-29T13:02:40Z
75072286,Chouloute,306172,1,5625202,2010-08-29T13:02:40Z
75072287,Chouloute,306172,1,5625202,2010-08-29T13:02:40Z
75072288,Chouloute,306172,1,5625202,2010-08-29T13:02:40Z
75072289,Chouloute,306172,1,5625202,2010-08-29T13:02:40Z
75072290,overflorian,125897,3,35663169,2015-11-30T11:12:04Z
75072291,Chouloute,306172,1,5625202,2010-08-29T13:02:41Z
75072292,overflorian,125897,3,27010373,2014-11-24T22:16:02Z
75072293,Chouloute,306172,1,5625202,2010-08-29T13:02:42Z
75072294,Chouloute,306172,1,5625202,2010-08-29T13:02:42Z
75072296,Chouloute,306172,1,5625202,2010-08-29T13:02:42Z
75072297,Chouloute,306172,1,5625202,2010-08-29T13:02:42Z
75072301,Chouloute,306172,1,5625202,2010-08-29T13:02:42Z
75072305,didier2020,300459,2,11518911,2012-05-06T14:25:12Z
75072307,Chouloute,306172,1,5625202,2010-08-29T13:02:43Z
75072311,didier2020,300459,2,11518911,2012-05-06T14:20:15Z
75072312,Chouloute,306172,1,5625202,2010-08-29T13:02:44Z
75072315,user_870861,870861,2,13798388,2012-11-08T15:01:32Z
75072318,overflorian,125897,2,8445480,2011-06-15T09:35:47Z
75072322,Chouloute,306172,1,5625202,2010-08-29T13:02:45Z
75072323,Chouloute,306172,1,5625202,2010-08-29T13:02:45Z
75072325,Chouloute,306172,1,5625202,2010-08-29T13:02:45Z
75072326,Chouloute,306172,1,5625202,2010-08-29T13:02:46Z
75072327,Chouloute,306172,1,5625202,2010-08-29T13:02:46Z
75072328,Chouloute,306172,1,5625202,2010-08-29T13:02:46Z
75072329,Chouloute,306172,1,5625202,2010-08-29T13:02:46Z
75072330,Chouloute,306172,1,5625202,2010-08-29T13:02:47Z
75072331,user_870861,870861,2,13798388,2012-11-08T15:00:25Z
75072332,user_870861,870861,2,13798388,2012-11-08T15:01:32Z
75072333,user_870861,870861,3,14984275,2013-02-10T17:54:24Z
75072334,Chouloute,306172,1,5625202,2010-08-29T13:02:47Z
75072335,Chouloute,306172,1,5625202,2010-08-29T13:02:48Z
75072336,didier2020,300459,2,11518911,2012-05-06T14:25:43Z
75072337,Chouloute,306172,1,5625202,2010-08-29T13:02:48Z
75072339,Chouloute,306172,1,5625202,2010-08-29T13:02:48Z
75072341,Chouloute,306172,1,5625202,2010-08-29T13:02:49Z
75072342,Chouloute,306172,1,5625202,2010-08-29T13:02:49Z
75072343,Chouloute,306172,1,5625202,2010-08-29T13:02:49Z
75072344,didier2020,300459,2,11518911,2012-05-06T14:22:49Z
75072345,didier2020,300459,2,11518911,2012-05-06T14:24:40Z
75072346,Chouloute,306172,1,5625202,2010-08-29T13:02:50Z
75072347,user_870861,870861,2,13798388,2012-11-08T15:00:56Z
75072348,didier2020,300459,2,11518911,2012-05-06T14:22:49Z
75072349,Chouloute,306172,1,5625202,2010-08-29T13:02:50Z
75072350,Chouloute,306172,1,5625202,2010-08-29T13:02:51Z
75072351,user_870861,870861,2,13798388,2012-11-08T15:00:56Z
75072352,Chouloute,306172,1,5625202,2010-08-29T13:02:51Z
75072353,sebastien31,1573648,2,29633046,2015-03-21T11:59:55Z
75072354,Chouloute,306172,1,5625202,2010-08-29T13:02:52Z
75072355,Chouloute,306172,1,5625202,2010-08-29T13:02:52Z
75072356,Chouloute,306172,1,5625202,2010-08-29T13:02:52Z
75072357,Chouloute,306172,1,5625202,2010-08-29T13:02:52Z
75072358,didier2020,300459,2,11518911,2012-05-06T14:16:20Z
75072359,Chouloute,306172,1,5625202,2010-08-29T13:02:53Z
75072360,Chouloute,306172,1,5625202,2010-08-29T13:02:53Z
75072361,Chouloute,306172,1,5625202,2010-08-29T13:02:53Z
75072363,Chouloute,306172,1,5625202,2010-08-29T13:02:54Z
75072364,didier2020,300459,2,11518911,2012-05-06T14:25:12Z
75072365,Chouloute,306172,1,5625202,2010-08-29T13:02:54Z
75072366,user_870861,870861,4,13798388,2012-11-08T14:59:23Z
75072367,Chouloute,306172,1,5625202,2010-08-29T13:02:55Z
75072368,Chouloute,306172,1,5625202,2010-08-29T13:02:55Z
75072369,Chouloute,306172,1,5625202,2010-08-29T13:02:55Z
75072370,Chouloute,306172,1,5625202,2010-08-29T13:02:55Z
75072371,Chouloute,306172,1,5625202,2010-08-29T13:02:55Z
75072372,Chouloute,306172,1,5625202,2010-08-29T13:02:56Z
75072373,Chouloute,306172,1,5625202,2010-08-29T13:02:56Z
75072374,Chouloute,306172,1,5625202,2010-08-29T13:02:56Z
75072375,Chouloute,306172,1,5625202,2010-08-29T13:02:56Z
75072376,Chouloute,306172,1,5625202,2010-08-29T13:02:57Z
75072377,Chouloute,306172,1,5625202,2010-08-29T13:02:57Z
75072378,Chouloute,306172,1,5625202,2010-08-29T13:02:57Z
75072379,overflorian,125897,3,27010373,2014-11-24T22:16:10Z
75072380,Chouloute,306172,1,5625202,2010-08-29T13:02:58Z
75072381,Chouloute,306172,1,5625202,2010-08-29T13:02:58Z
75072382,Chouloute,306172,1,5625202,2010-08-29T13:02:58Z
75072383,Chouloute,306172,1,5625202,2010-08-29T13:02:58Z
75072384,Chouloute,306172,1,5625202,2010-08-29T13:02:58Z
75072385,Chouloute,306172,1,5625202,2010-08-29T13:02:59Z
75072386,Chouloute,306172,1,5625202,2010-08-29T13:02:59Z
75072387,Chouloute,306172,1,5625202,2010-08-29T13:02:59Z
75072388,Chouloute,306172,1,5625202,2010-08-29T13:02:59Z
75072391,Chouloute,306172,1,5625202,2010-08-29T13:03:00Z
75072392,didier2020,300459,2,11518911,2012-05-06T14:24:08Z
75072395,Chouloute,306172,1,5625202,2010-08-29T13:03:00Z
75072397,Chouloute,306172,1,5625202,2010-08-29T13:03:00Z
75072400,Chouloute,306172,1,5625202,2010-08-29T13:03:01Z
75072402,didier2020,300459,2,11518911,2012-05-06T14:22:50Z
75072403,Chouloute,306172,1,5625202,2010-08-29T13:03:01Z
75072405,didier2020,300459,2,11518911,2012-05-06T14:22:50Z
75072406,Chouloute,306172,1,5625202,2010-08-29T13:03:02Z
75072409,didier2020,300459,2,11518911,2012-05-06T14:19:00Z
75072411,Chouloute,306172,1,5625202,2010-08-29T13:03:02Z
75072413,don-vip,297482,2,13446379,2012-10-10T20:04:23Z
75072414,Chouloute,306172,1,5625202,2010-08-29T13:03:03Z
75072417,Chouloute,306172,1,5625202,2010-08-29T13:03:03Z
75072418,Chouloute,306172,1,5625202,2010-08-29T13:03:03Z
75072421,didier2020,300459,2,11518911,2012-05-06T14:25:12Z
75072424,user_870861,870861,2,13798388,2012-11-08T14:59:50Z
75072427,Chouloute,306172,1,5625202,2010-08-29T13:03:04Z
75072428,Chouloute,306172,1,5625202,2010-08-29T13:03:04Z
75072431,didier2020,300459,2,11518911,2012-05-06T14:22:50Z
75072432,Chouloute,306172,1,5625202,2010-08-29T13:03:04Z
75072435,overflorian,125897,2,8445480,2011-06-15T09:35:47Z
75072437,Chouloute,306172,1,5625202,2010-08-29T13:03:05Z
75072439,Chouloute,306172,1,5625202,2010-08-29T13:03:05Z
75072440,Chouloute,306172,1,5625202,2010-08-29T13:03:06Z
75072443,Chouloute,306172,1,5625202,2010-08-29T13:03:06Z
75072444,didier2020,300459,2,11518911,2012-05-06T14:22:50Z
75072448,Chouloute,306172,1,5625202,2010-08-29T13:03:06Z
75072450,Chouloute,306172,1,5625202,2010-08-29T13:03:06Z
75072452,didier2020,300459,2,11518911,2012-05-06T14:16:20Z
75072454,didier2020,300459,2,11518911,2012-05-06T14:25:43Z
75072458,Chouloute,306172,1,5625202,2010-08-29T13:03:07Z
75072459,Chouloute,306172,1,5625202,2010-08-29T13:03:07Z
75072461,Chouloute,306172,1,5625202,2010-08-29T13:03:08Z
75072463,Chouloute,306172,1,5625202,2010-08-29T13:03:08Z
75072464,Chouloute,306172,1,5625202,2010-08-29T13:03:08Z
75072465,Chouloute,306172,1,5625202,2010-08-29T13:03:08Z
75072466,Chouloute,306172,1,5625202,2010-08-29T13:03:09Z
75072467,didier2020,300459,2,11518911,2012-05-06T14:19:03Z
75072468,Chouloute,306172,1,5625202,2010-08-29T13:03:09Z
75072469,didier2020,300459,2,11518911,2012-05-06T14:18:16Z
75072470,Chouloute,306172,1,5625202,2010-08-29T13:03:10Z
75072471,Chouloute,306172,1,5625202,2010-08-29T13:03:10Z
75072472,Chouloute,306172,1,5625202,2010-08-29T13:03:10Z
75072473,Chouloute,306172,1,5625202,2010-08-29T13:03:11Z
75072474,Chouloute,306172,1,5625202,2010-08-29T13:03:11Z
